date,sales_category,daily_sales
28 Nov 2024,Home and Furniture,4133.03
28 Nov 2024,Toys and Games,5788.36
28 Nov 2024,Health and Beauty,4687.86
28 Nov 2024,Automotive,7896.36
28 Nov 2024,Sports and Outdoors,6320.13
29 Nov 2024,Groceries,128598.45
29 Nov 2024,Electronics,16856.73
29 Nov 2024,Clothing and Apparel,13024.52
29 Nov 2024,Home and Furniture,15272.46
29 Nov 2024,Toys and Games,5741.79
29 Nov 2024,Health and Beauty,21207.21
29 Nov 2024,Automotive,2327.74
29 Nov 2024,Sports and Outdoors,3777.08
30 Nov 2024,Groceries,213646.45
30 Nov 2024,Electronics,49880.23
30 Nov 2024,Clothing and Apparel,36103.09
30 Nov 2024,Home and Furniture,20231.71
30 Nov 2024,Toys and Games,12833.14
30 Nov 2024,Health and Beauty,77873.48
30 Nov 2024,Automotive,15569.81
30 Nov 2024,Sports and Outdoors,5258.23
01 Dec 2024,Groceries,203076.56
01 Dec 2024,Electronics,49652.73
01 Dec 2024,Clothing and Apparel,19888.03
01 Dec 2024,Home and Furniture,29425.74
01 Dec 2024,Toys and Games,5639.01
01 Dec 2024,Health and Beauty,19691.23
01 Dec 2024,Automotive,7406.78
01 Dec 2024,Sports and Outdoors,5101.78
02 Dec 2024,Groceries,87720.45
02 Dec 2024,Electronics,13372.85
02 Dec 2024,Clothing and Apparel,11802.97
02 Dec 2024,Home and Furniture,13135.47
02 Dec 2024,Toys and Games,7723.28
02 Dec 2024,Health and Beauty,7401.57
02 Dec 2024,Automotive,1894.83
02 Dec 2024,Sports and Outdoors,5458.23
03 Dec 2024,Groceries,47751
03 Dec 2024,Electronics,12924.58
03 Dec 2024,Clothing and Apparel,17459.8
03 Dec 2024,Home and Furniture,3274.01
03 Dec 2024,Toys and Games,1266.67
03 Dec 2024,Health and Beauty,5625.56
03 Dec 2024,Automotive,2756.18
03 Dec 2024,Sports and Outdoors,12989.52
04 Dec 2024,Groceries,52373.04
04 Dec 2024,Electronics,4581.28
04 Dec 2024,Clothing and Apparel,12149.54
04 Dec 2024,Home and Furniture,5915.73
04 Dec 2024,Toys and Games,2045.02
04 Dec 2024,Health and Beauty,3870.81
04 Dec 2024,Automotive,2093.39
04 Dec 2024,Sports and Outdoors,5763.37
05 Dec 2024,Groceries,84793.9
05 Dec 2024,Electronics,24869.54
05 Dec 2024,Clothing and Apparel,19343.75
05 Dec 2024,Home and Furniture,16135.71
05 Dec 2024,Toys and Games,4975.96
05 Dec 2024,Health and Beauty,3323.44
05 Dec 2024,Automotive,3970.63
05 Dec 2024,Sports and Outdoors,6391.94
06 Dec 2024,Groceries,113255.78
06 Dec 2024,Electronics,23601.48
06 Dec 2024,Clothing and Apparel,7732.15
06 Dec 2024,Home and Furniture,65296.89
06 Dec 2024,Toys and Games,5695.06
06 Dec 2024,Health and Beauty,26031.07
06 Dec 2024,Automotive,4236.5
06 Dec 2024,Sports and Outdoors,2772.2
07 Dec 2024,Groceries,167067.91
07 Dec 2024,Electronics,19291.9
07 Dec 2024,Clothing and Apparel,79459.4
07 Dec 2024,Home and Furniture,31877.55
07 Dec 2024,Toys and Games,11782.29
07 Dec 2024,Health and Beauty,11679.8
07 Dec 2024,Automotive,5876.86
07 Dec 2024,Sports and Outdoors,13185.72
08 Dec 2024,Groceries,222353.95
08 Dec 2024,Electronics,58344.73
08 Dec 2024,Clothing and Apparel,49433.3
08 Dec 2024,Home and Furniture,41330.05
08 Dec 2024,Toys and Games,5703
08 Dec 2024,Health and Beauty,21677.62
08 Dec 2024,Automotive,4441.46
08 Dec 2024,Sports and Outdoors,5093.09
09 Dec 2024,Groceries,110038.88
09 Dec 2024,Electronics,24469.97
09 Dec 2024,Clothing and Apparel,24291.83
09 Dec 2024,Home and Furniture,7011.32
09 Dec 2024,Toys and Games,10080.43
09 Dec 2024,Health and Beauty,11687.35
09 Dec 2024,Automotive,1633.19
09 Dec 2024,Sports and Outdoors,3338.19
10 Dec 2024,Groceries,43204.09
10 Dec 2024,Electronics,12619.94
10 Dec 2024,Clothing and Apparel,2336.81
10 Dec 2024,Home and Furniture,6570.97
10 Dec 2024,Toys and Games,3728.68
10 Dec 2024,Health and Beauty,17686.96
10 Dec 2024,Automotive,4008
10 Dec 2024,Sports and Outdoors,8316.37
11 Dec 2024,Groceries,34548.99
11 Dec 2024,Electronics,9977.19
11 Dec 2024,Clothing and Apparel,11855.91
11 Dec 2024,Home and Furniture,17610.54
11 Dec 2024,Toys and Games,3722.45
11 Dec 2024,Health and Beauty,8435.62
11 Dec 2024,Automotive,3696.75
11 Dec 2024,Sports and Outdoors,1466.29
12 Dec 2024,Groceries,65718.51
12 Dec 2024,Electronics,17519.66
12 Dec 2024,Clothing and Apparel,12110.52
12 Dec 2024,Home and Furniture,13975.81
12 Dec 2024,Toys and Games,5766.76
12 Dec 2024,Health and Beauty,3540.48
12 Dec 2024,Automotive,9372.34
12 Dec 2024,Sports and Outdoors,3006.75
13 Dec 2024,Groceries,93926.14
13 Dec 2024,Electronics,34701.74
13 Dec 2024,Clothing and Apparel,29878.71
13 Dec 2024,Home and Furniture,9242.75
13 Dec 2024,Toys and Games,15850.93
13 Dec 2024,Health and Beauty,10920.08
13 Dec 2024,Automotive,8348.47
13 Dec 2024,Sports and Outdoors,10572.72
14 Dec 2024,Groceries,260085.46
14 Dec 2024,Electronics,47570.03
14 Dec 2024,Clothing and Apparel,25745.96
14 Dec 2024,Home and Furniture,33087.34
14 Dec 2024,Toys and Games,25393.74
14 Dec 2024,Health and Beauty,50813.35
14 Dec 2024,Automotive,9203.16
14 Dec 2024,Sports and Outdoors,5920.08
15 Dec 2024,Groceries,484080.86
15 Dec 2024,Electronics,79566.36
15 Dec 2024,Clothing and Apparel,16023.78
15 Dec 2024,Home and Furniture,45776.67
15 Dec 2024,Toys and Games,4923.01
15 Dec 2024,Health and Beauty,31277.11
15 Dec 2024,Automotive,15255.78
15 Dec 2024,Sports and Outdoors,11549.65
16 Dec 2024,Groceries,49258.9
16 Dec 2024,Electronics,25646.91
16 Dec 2024,Clothing and Apparel,13974.87
16 Dec 2024,Home and Furniture,10409.14
16 Dec 2024,Toys and Games,4125.59
16 Dec 2024,Health and Beauty,17081.22
16 Dec 2024,Automotive,5543.9
16 Dec 2024,Sports and Outdoors,1942.26
17 Dec 2024,Groceries,55554.5
17 Dec 2024,Electronics,36487.27
17 Dec 2024,Clothing and Apparel,4363.28
17 Dec 2024,Home and Furniture,11031.1
17 Dec 2024,Toys and Games,2842.22
17 Dec 2024,Health and Beauty,11671.58
17 Dec 2024,Automotive,5623.96
17 Dec 2024,Sports and Outdoors,11708.63
18 Dec 2024,Groceries,117450.18
18 Dec 2024,Electronics,20508.29
18 Dec 2024,Clothing and Apparel,9912.09
18 Dec 2024,Home and Furniture,3474.05
18 Dec 2024,Toys and Games,3418.5
18 Dec 2024,Health and Beauty,7368.49
18 Dec 2024,Automotive,3046.74
18 Dec 2024,Sports and Outdoors,1785.49
19 Dec 2024,Groceries,68831.65
19 Dec 2024,Electronics,22238.02
19 Dec 2024,Clothing and Apparel,9546.36
19 Dec 2024,Home and Furniture,2782.37
19 Dec 2024,Toys and Games,7172.99
19 Dec 2024,Health and Beauty,9204.61
19 Dec 2024,Automotive,3630.08
19 Dec 2024,Sports and Outdoors,3395.68
20 Dec 2024,Groceries,136131.81
20 Dec 2024,Electronics,24154.84
20 Dec 2024,Clothing and Apparel,36795.87
20 Dec 2024,Home and Furniture,5553.61
20 Dec 2024,Toys and Games,3836.27
20 Dec 2024,Health and Beauty,6695.29
20 Dec 2024,Automotive,6584.57
20 Dec 2024,Sports and Outdoors,7956.1
21 Dec 2024,Groceries,74778.73
21 Dec 2024,Electronics,80729.88
21 Dec 2024,Clothing and Apparel,28158.82
21 Dec 2024,Home and Furniture,56361.62
21 Dec 2024,Toys and Games,19023.4
21 Dec 2024,Health and Beauty,38820.14
21 Dec 2024,Automotive,8728.82
21 Dec 2024,Sports and Outdoors,8648.93
22 Dec 2024,Groceries,153461.65
22 Dec 2024,Electronics,60407.87
22 Dec 2024,Clothing and Apparel,34519.19
22 Dec 2024,Home and Furniture,28596.22
22 Dec 2024,Toys and Games,4623.09
22 Dec 2024,Health and Beauty,13926.08
22 Dec 2024,Automotive,9765.85
22 Dec 2024,Sports and Outdoors,11101.72
23 Dec 2024,Groceries,110103.78
23 Dec 2024,Electronics,12154.58
23 Dec 2024,Clothing and Apparel,4193.35
23 Dec 2024,Home and Furniture,15235.93
23 Dec 2024,Toys and Games,5586.6
23 Dec 2024,Health and Beauty,19759.77
23 Dec 2024,Automotive,8221.04
23 Dec 2024,Sports and Outdoors,3117.5
24 Dec 2024,Groceries,28898.57
24 Dec 2024,Electronics,28052.55
24 Dec 2024,Clothing and Apparel,5852.91
24 Dec 2024,Home and Furniture,8033.96
24 Dec 2024,Toys and Games,4240.19
24 Dec 2024,Health and Beauty,5915.95
24 Dec 2024,Automotive,2484.62
24 Dec 2024,Sports and Outdoors,4103.34
25 Dec 2024,Groceries,56917.44
25 Dec 2024,Electronics,10712.53
25 Dec 2024,Clothing and Apparel,6729.47
25 Dec 2024,Home and Furniture,10177.83
25 Dec 2024,Toys and Games,4125.64
25 Dec 2024,Health and Beauty,8583.16
25 Dec 2024,Automotive,3309.31
25 Dec 2024,Sports and Outdoors,3419.53
26 Dec 2024,Groceries,70026.14
26 Dec 2024,Electronics,13014.73
26 Dec 2024,Clothing and Apparel,35613.37
26 Dec 2024,Home and Furniture,26296.65
26 Dec 2024,Toys and Games,3282.27
26 Dec 2024,Health and Beauty,3491.99
26 Dec 2024,Automotive,4237.23
26 Dec 2024,Sports and Outdoors,2374.52
27 Dec 2024,Groceries,195356.73
27 Dec 2024,Electronics,14592.74
27 Dec 2024,Clothing and Apparel,18106.92
27 Dec 2024,Home and Furniture,16813.06
27 Dec 2024,Toys and Games,3795.72
27 Dec 2024,Health and Beauty,15324.34
27 Dec 2024,Automotive,3316.42
27 Dec 2024,Sports and Outdoors,6888.96
28 Dec 2024,Groceries,262939.75
28 Dec 2024,Electronics,62841.11
28 Dec 2024,Clothing and Apparel,36819.04
28 Dec 2024,Home and Furniture,50387.97
28 Dec 2024,Toys and Games,12356.19
28 Dec 2024,Health and Beauty,19106.54
28 Dec 2024,Automotive,33812.14
28 Dec 2024,Sports and Outdoors,26335.71
29 Dec 2024,Groceries,128971.82
29 Dec 2024,Electronics,21769.48
29 Dec 2024,Clothing and Apparel,36835.38
29 Dec 2024,Home and Furniture,32004.51
29 Dec 2024,Toys and Games,11832.61
29 Dec 2024,Health and Beauty,20867.83
29 Dec 2024,Automotive,13774.26
29 Dec 2024,Sports and Outdoors,6243.54
30 Dec 2024,Groceries,39296.99
30 Dec 2024,Electronics,6198.97
30 Dec 2024,Clothing and Apparel,5529.36
30 Dec 2024,Home and Furniture,6059.94
30 Dec 2024,Toys and Games,4961.1
30 Dec 2024,Health and Beauty,32489.75
30 Dec 2024,Automotive,6718.06
30 Dec 2024,Sports and Outdoors,5681.88
31 Dec 2024,Groceries,13955.71
31 Dec 2024,Electronics,9273.74
31 Dec 2024,Clothing and Apparel,11731.6
31 Dec 2024,Home and Furniture,6314.53
31 Dec 2024,Toys and Games,2483.72
31 Dec 2024,Health and Beauty,12537.13
31 Dec 2024,Automotive,4303.97
31 Dec 2024,Sports and Outdoors,4008.4
